# Override mistakes from code_commune
Bettembourg	Bettembourg
Kopstal	Kopstal
Luxembourg	Luxembourg
Sanem	Sanem
Schuttrange	Schuttrange
Strassen	Strassen
Wiltz	Wiltz
Contern	Contern
Esch-sur-Alzette	Esch-sur-Alzette
Belvaux	Sanem
Windhof (Koerich)	Koerich
Ehlerange	Sanem
